# Forces        
# CofR          : (5.00000000e-01 5.00000000e-02 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
8082            	((2.81213049e+94 -2.66594154e+92 -4.87890733e+94) (-6.39573090e+45 1.09709193e+44 1.57868600e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.05794842e+93 -1.97352913e+94 1.24062453e+93) (9.49641488e+42 -1.16411881e+44 -4.94691021e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8084            	((-3.59596225e+94 1.42534343e+93 6.04312698e+94) (-6.96376998e+45 1.89829924e+44 1.29860072e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.89426659e+93 2.48671047e+94 -1.06484965e+93) (4.65524636e+42 -7.45566707e+43 -4.65484310e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8086            	((3.14870209e+94 -1.91425890e+93 -7.05815353e+94) (-7.15712326e+45 1.49846907e+44 -3.07251874e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.30970116e+93 -2.86787653e+94 1.17223994e+93) (5.19578804e+42 -1.49139844e+44 -4.56012804e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8088            	((-3.35582418e+94 2.92825892e+93 6.48527448e+94) (-7.33965138e+45 2.23403669e+44 7.76081991e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.94762642e+93 2.67137414e+94 -7.27273543e+92) (-2.81827842e+42 -1.05977330e+44 -4.24318016e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8090            	((3.19691203e+94 -4.75472656e+93 -5.79480435e+94) (-7.32474281e+45 1.01005285e+44 6.52016692e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.96577599e+92 -2.34253893e+94 9.01663754e+92) (-1.41514847e+42 -1.34986109e+44 -4.09277132e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8092            	((-3.81884529e+94 3.32464083e+93 6.90844405e+94) (-7.70200893e+45 4.90296134e+43 1.31131719e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.09598182e+92 2.83331392e+94 -2.06111325e+93) (-1.35380990e+42 -8.72407174e+43 -4.78551769e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8094            	((3.99276378e+94 -4.59117978e+93 -6.33859065e+94) (-7.54890638e+45 -3.49673426e+43 1.04936191e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.07801289e+93 -2.57176653e+94 1.40327645e+93) (-2.36806416e+42 -1.39612799e+44 -5.02317615e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8096            	((-4.43786782e+94 3.04098927e+93 7.48257472e+94) (-7.83301672e+45 -9.73486852e+43 1.35297561e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.18366651e+93 3.06026567e+94 -1.69124683e+93) (-1.21394788e+42 -9.09964212e+43 -5.25491849e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8098            	((4.60248997e+94 -4.03852823e+93 -8.01840988e+94) (-7.67525011e+45 -1.66761132e+44 4.70630056e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.47879524e+92 -3.25514076e+94 1.84227291e+93) (2.47397199e+42 -1.46177378e+44 -5.38911416e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8100            	((-5.14318462e+94 2.57602233e+93 1.06117294e+95) (-7.97152905e+45 -2.32285024e+44 1.61337416e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.97015327e+92 4.33964174e+94 -2.86124579e+93) (-2.24060079e+42 -8.34687430e+43 -5.89864634e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8102            	((5.44133417e+94 6.89575565e+92 -1.03778486e+95) (-7.74463161e+45 -5.25879157e+43 8.17291523e+42) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.50415955e+93 -4.22951386e+94 3.93266603e+93) (4.06660938e+42 -1.48530476e+44 -5.72538361e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8104            	((-6.27566760e+94 -2.20719850e+92 1.24309945e+95) (-8.23139021e+45 -5.84318673e+43 1.49528407e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.97632507e+93 5.08408072e+94 -3.86203171e+93) (2.13440922e+41 -9.44036012e+43 -5.43747948e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8106            	((6.78205314e+94 2.53101036e+93 -1.49026570e+95) (-7.86599871e+45 6.45805087e+43 -7.97475567e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.87034573e+93 -6.09424435e+94 2.73236913e+93) (-1.70161774e+43 -1.90261737e+44 -6.12420898e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8108            	((-7.44199484e+94 -1.70719921e+93 1.41573458e+95) (-8.30623410e+45 8.08503654e+43 5.73757046e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.74655525e+93 5.82125229e+94 -2.17487575e+93) (-3.41254183e+43 -1.35787588e+44 -4.95775398e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8110            	((5.86932818e+94 2.25597458e+93 -1.42779665e+95) (-8.78379502e+45 1.13701496e+44 -1.24671198e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.99576093e+93 -5.81149405e+94 1.58769068e+93) (-1.47411413e+43 -2.16870326e+44 -5.40194248e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8112            	((-6.90076199e+94 -2.48278491e+92 1.54143519e+95) (-9.37169696e+45 1.86263209e+44 7.63200708e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.60915888e+93 6.35392258e+94 -1.88666667e+93) (-1.51067390e+43 -1.40212610e+44 -5.14426153e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8114            	((6.67248942e+94 8.19328420e+92 -1.48357589e+95) (-9.25230416e+45 1.94471790e+44 -1.06701248e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.39893857e+93 -6.08626515e+94 -1.62924448e+92) (-2.30409151e+42 -2.18162072e+44 -5.53589680e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8116            	((-8.25157432e+94 -1.33487625e+93 1.40556120e+95) (-1.01604956e+46 1.55476006e+44 5.12449534e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.00818665e+94 5.83582768e+94 -2.80567252e+93) (-8.30789354e+42 -1.61779851e+44 -7.06292211e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8118            	((7.80797338e+94 3.08319311e+93 -1.46233503e+95) (-1.01698249e+46 2.24524404e+44 -1.43280676e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.91566759e+93 -5.97330057e+94 3.11832449e+93) (8.80925019e+42 -2.44446716e+44 -6.79407250e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8120            	((-8.41432702e+94 -4.58751699e+92 1.57690016e+95) (-1.04735192e+46 3.12578156e+44 7.51999197e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.86091128e+93 6.50427122e+94 -3.44260369e+93) (1.70844064e+41 -1.58713754e+44 -7.00442567e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8122            	((8.03691580e+94 -6.20551959e+92 -1.56464953e+95) (-1.04825471e+46 2.70259614e+44 -9.79641479e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.32920254e+92 -6.35001337e+94 4.01921931e+93) (4.37882004e+42 -2.33649668e+44 -6.62454722e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8124            	((-9.38403098e+94 1.30788240e+92 1.66684478e+95) (-1.10239852e+46 2.52749772e+44 1.00821720e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.27007302e+93 6.85371505e+94 -5.67633807e+93) (-2.42832200e+42 -1.58098523e+44 -7.31746142e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8126            	((7.43600695e+94 -4.42063997e+93 -1.66978325e+95) (-1.16020400e+46 9.24581062e+43 -8.82511979e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.07237619e+93 -6.72851722e+94 4.97425011e+93) (2.23637333e+43 -2.47462831e+44 -7.52793450e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8128            	((-8.97415323e+94 2.67175152e+93 1.68875535e+95) (-1.21874930e+46 5.57224967e+43 1.02824956e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.17076130e+94 6.93770719e+94 -6.65018438e+93) (-3.02784846e+42 -1.75919424e+44 -7.98020480e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8130            	((9.11379397e+94 8.84054256e+92 -1.93329359e+95) (-1.20708042e+46 1.81077435e+44 -7.68762999e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.85226915e+94 -7.81578416e+94 8.67755208e+93) (2.19185438e+43 -2.54356961e+44 -7.42725803e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8132            	((-1.09524729e+95 3.07236165e+93 2.18140426e+95) (-1.27347355e+46 3.22969441e+44 1.55160021e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.55394525e+94 8.98918220e+94 -5.99572923e+93) (2.73307737e+42 -1.63874016e+44 -6.63073153e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8134            	((1.14159404e+95 -5.14787412e+93 -2.46078992e+95) (-1.25091959e+46 2.48825436e+44 -8.19503561e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.14111919e+93 -1.00256025e+95 2.95563750e+93) (5.68999671e+42 -2.70474398e+44 -7.28935509e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8136            	((-1.40294904e+95 2.58361980e+93 2.50698863e+95) (-1.34357854e+46 1.87605039e+44 1.34257455e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.66250194e+93 1.03897130e+95 -3.91811198e+93) (-8.32685077e+41 -1.89048768e+44 -7.73270040e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8138            	((1.30846820e+95 7.03618993e+93 -2.65224363e+95) (-1.35222994e+46 5.00097670e+44 -7.90828864e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.94955185e+93 -1.08193357e+95 1.12084387e+94) (-8.99325638e+42 -2.86460466e+44 -5.62750255e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8140            	((-1.56292875e+95 -1.62394603e+94 2.31391481e+95) (-1.43982115e+46 2.03193828e+44 1.09255845e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.18105005e+93 9.60525596e+94 -1.36985573e+94) (-2.34371397e+43 -2.17944005e+44 -6.60677725e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8142            	((1.44330508e+95 5.47061606e+93 -2.79233947e+95) (-1.45553017e+46 -8.49703882e+43 -1.16060141e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.42241385e+94 -1.13157358e+95 5.63703846e+93) (2.44409465e+43 -3.17856466e+44 -8.71488953e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8144            	((-1.70650008e+95 -3.71306464e+93 2.98938517e+95) (-1.53482150e+46 -3.73337761e+43 1.59410614e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.29311885e+94 1.23694105e+95 -5.05422416e+93) (2.04180471e+42 -2.08923967e+44 -8.64246942e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8146            	((1.42860962e+95 1.21475653e+93 -3.04306260e+95) (-1.58252218e+46 -8.87913314e+43 -1.08411024e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.31918737e+94 -1.23283256e+95 6.36197527e+92) (-8.65320698e+42 -3.34182300e+44 -9.83533520e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8148            	((-1.76152447e+95 5.75879848e+93 3.04941307e+95) (-1.67148487e+46 9.70826251e+43 1.37843274e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.60943680e+94 1.26173950e+95 -5.28097280e+93) (-2.11433735e+43 -2.42300958e+44 -1.10640659e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8150            	((1.67158380e+95 -1.83794253e+93 -3.37842089e+95) (-1.67780828e+46 1.81980393e+44 -1.02503949e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.51082294e+94 -1.36968714e+95 1.72151345e+94) (2.18497049e+42 -3.48046792e+44 -8.73490679e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8152            	((-1.93713262e+95 3.26925294e+93 3.33048102e+95) (-1.74715320e+46 2.18907559e+44 1.72958377e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.39778194e+94 1.37620859e+95 -1.32220400e+94) (-1.81563654e+43 -2.40784108e+44 -8.14727729e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8154            	((2.00717016e+95 1.48356880e+94 -3.15136613e+95) (-1.70844792e+46 6.51178854e+44 -3.33476393e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.76353248e+94 -1.27763153e+95 2.35466119e+94) (-1.63149883e+43 -3.28119043e+44 -5.91522770e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8156            	((-2.30861150e+95 -1.59915844e+94 3.74503856e+95) (-1.78793469e+46 5.74998878e+44 2.67319291e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.42010581e+94 1.54113028e+95 -2.36980499e+94) (-2.28397988e+43 -2.12142834e+44 -6.23170355e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8158            	((2.07734363e+95 7.93667432e+93 -3.98268160e+95) (-1.82037751e+46 4.08963472e+44 -2.10282439e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.12496921e+94 -1.60971399e+95 1.70057654e+94) (1.27064300e+43 -3.43799160e+44 -7.41804845e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8160            	((-2.61730342e+95 -7.91360145e+93 4.44429842e+95) (-1.94377663e+46 3.93593725e+44 2.70007079e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.67772959e+94 1.82893494e+95 -7.96001878e+93) (2.37933628e+42 -2.37706756e+44 -5.90093259e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8162            	((2.65311010e+95 -2.37388755e+93 -5.78392573e+95) (-1.93015031e+46 1.76527188e+44 -1.29787106e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.66628237e+92 -2.35248517e+95 -1.95632789e+93) (-1.00096517e+43 -4.14201798e+44 -7.42977205e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8164            	((-3.12370515e+95 1.25011463e+94 5.94190768e+95) (-2.03301632e+46 4.12150798e+44 2.16567076e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.07516577e+94 2.45624987e+95 -1.06614079e+93) (-3.70821942e+43 -2.78977090e+44 -8.06674906e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8166            	((2.97414286e+95 -3.75503767e+94 -5.68976998e+95) (-2.03403207e+46 -1.42621339e+44 -7.80347585e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.67362538e+94 -2.32019304e+95 -5.32621795e+93) (1.77452486e+43 -4.07588816e+44 -9.31895568e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8168            	((-3.33089785e+95 2.35597077e+94 5.23553263e+95) (-2.12213996e+46 -3.43275299e+44 2.25491362e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.00835577e+92 2.16424724e+95 -5.66966401e+92) (1.04431272e+43 -2.91523580e+44 -1.06655133e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8170            	((2.97155302e+95 -3.53308323e+94 -5.06842244e+95) (-2.15659542e+46 -5.94600090e+44 -7.75394318e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.96614663e+93 -2.05038947e+95 -3.41293662e+93) (1.05733627e+43 -4.23209003e+44 -1.14089314e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8172            	((-3.43803309e+95 3.91610990e+94 5.76321021e+95) (-2.25257180e+46 -4.33616525e+44 3.14285108e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.20885791e+94 2.37055957e+95 -5.42943234e+92) (-2.36112756e+43 -2.72734058e+44 -1.18902227e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8174            	((3.05489456e+95 -2.88555535e+94 -5.32926265e+95) (-2.29500195e+46 -2.76862249e+44 -1.93588478e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.39252557e+94 -2.14827451e+95 6.03790014e+93) (-1.67219080e+43 -4.21091371e+44 -1.13453718e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8176            	((-3.23936966e+95 2.63860040e+94 6.96495329e+95) (-2.33225550e+46 -2.78877295e+44 4.19453379e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.89936898e+94 2.84109356e+95 -7.38203702e+93) (-3.10637432e+43 -2.45533566e+44 -1.17216807e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8178            	((3.11218806e+95 -9.91600155e+93 -6.57716767e+95) (-2.34246096e+46 -2.89345991e+43 8.40135558e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.53183919e+94 -2.66007466e+95 8.15811928e+93) (-4.43250953e+43 -3.96686007e+44 -1.16361817e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8180            	((-3.76420191e+95 1.34699128e+94 6.96782718e+95) (-2.47390519e+46 1.92238821e+43 4.26035372e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.54295800e+94 2.85083019e+95 -1.90227408e+94) (-5.49108163e+43 -2.72501046e+44 -1.33543774e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8182            	((4.38463673e+95 -1.12615225e+94 -7.82512881e+95) (-2.36537860e+46 1.36866294e+43 4.96204578e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.06401973e+94 -3.18520077e+95 1.90112129e+94) (-6.75793181e+43 -4.28486533e+44 -1.29881523e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8184            	((-4.74969736e+95 9.42223355e+93 8.74305874e+95) (-2.43953139e+46 -9.02043179e+42 4.69461789e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.60630449e+94 3.58170902e+95 -1.00259839e+94) (-5.40752634e+43 -2.60491212e+44 -1.19033877e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8186            	((4.92803304e+95 -3.09962107e+94 -9.44316783e+95) (-2.38477376e+46 -4.21396944e+44 2.55849331e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.86648484e+94 -3.84093924e+95 7.67373118e+93) (-4.88045769e+43 -4.50968828e+44 -1.23552135e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8188            	((-5.57477653e+95 2.56156455e+94 9.88442615e+95) (-2.50223285e+46 -4.96555672e+44 4.26461629e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.10891816e+94 4.05880919e+95 -2.32416882e+94) (-4.78977625e+43 -2.96167093e+44 -1.51269763e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8190            	((4.23483643e+95 -2.85420550e+94 -1.15908958e+96) (-2.68496243e+46 -6.30318485e+44 -2.05599209e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.39033605e+94 -4.69719892e+95 4.56793688e+93) (-5.07059587e+43 -5.79870218e+44 -1.73341253e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8192            	((-5.54386300e+95 2.43793178e+94 1.17650652e+96) (-2.87792405e+46 -6.59756263e+44 2.92852874e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.30718906e+94 4.86411622e+95 -1.18155572e+94) (-7.30134016e+43 -3.93481038e+44 -1.75182799e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8194            	((4.79449382e+95 3.16851091e+94 -1.18551836e+96) (-2.94340604e+46 1.01660567e+44 -2.57442869e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.76480280e+93 -4.82620519e+95 1.01683749e+93) (-8.95040980e+43 -6.32662637e+44 -1.87902932e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8196            	((-5.85126808e+95 -5.58897730e+94 9.76637541e+95) (-3.09747326e+46 -3.24547774e+44 1.86434874e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.43780127e+93 4.05887060e+95 -2.23397812e+94) (-5.17917336e+43 -4.71318462e+44 -2.07606287e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8198            	((6.58606794e+95 8.94359512e+94 -1.02850314e+96) (-2.96737194e+46 1.97224440e+44 -2.54146717e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.64340258e+94 -4.18194615e+95 6.58647263e+94) (-3.12428900e+43 -6.40498623e+44 -1.65719535e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8200            	((-7.36808673e+95 -6.89299479e+94 1.26899243e+96) (-3.08496407e+46 3.34307459e+44 4.17927993e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.18878487e+94 5.23103362e+95 -6.22265787e+94) (-5.87547629e+43 -3.77258452e+44 -1.56402282e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8202            	((6.38772148e+95 2.36790081e+93 -1.13411149e+96) (-3.15542452e+46 -5.21275892e+44 -1.69629864e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.79260979e+94 -4.58963950e+95 3.23091461e+94) (1.53219524e+43 -6.45140170e+44 -1.90177884e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8204            	((-7.75729987e+95 -4.29467830e+94 1.25759807e+96) (-3.34118116e+46 -1.09160282e+45 3.83306177e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.13281936e+94 5.16278235e+95 -5.60047852e+94) (2.07938721e+43 -4.49474034e+44 -2.14585316e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8206            	((6.68396108e+95 1.56427078e+94 -1.51492998e+96) (-3.43713517e+46 -1.38223208e+45 -2.40799542e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.75943220e+95 -6.12726098e+95 4.03391878e+94) (9.44933187e+43 -7.25811501e+44 -2.38632271e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8208            	((-7.75819114e+95 -3.55982784e+94 1.50531330e+96) (-3.57514621e+46 -1.61887237e+45 3.66714863e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.75446542e+95 6.19293484e+95 -6.85079412e+94) (4.99864261e+43 -4.95945677e+44 -2.59939574e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8210            	((8.92428059e+95 7.07399208e+94 -1.58870703e+96) (-3.42814054e+46 -1.12931894e+45 -1.06292220e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.30515262e+95 -6.44922771e+95 9.64897295e+94) (1.14988124e+44 -6.81515351e+44 -2.42161450e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8212            	((-9.64653126e+95 -3.74395982e+94 1.91132643e+96) (-3.53480212e+46 -8.19215758e+44 6.33883055e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.51292046e+95 7.84667117e+95 -7.36608448e+94) (7.26827764e+43 -3.82816912e+44 -2.15635224e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8214            	((8.62560214e+95 5.12310561e+94 -1.58604123e+96) (-3.59739294e+46 -6.06689389e+44 5.98885655e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.62461679e+95 -6.43554031e+95 9.85204453e+94) (7.06668937e+43 -6.50744707e+44 -1.84725619e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8216            	((-1.00035284e+96 -7.00997314e+94 1.82068793e+96) (-3.78341437e+46 -9.41381714e+44 6.57339361e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.82200495e+95 7.45716672e+95 -1.20742740e+95) (2.75575108e+43 -4.29691365e+44 -2.05989974e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8218            	((8.14365395e+95 7.30175334e+94 -1.94371944e+96) (-3.94585255e+46 -8.56686097e+44 -3.49664509e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.13141421e+95 -7.87456853e+95 8.04794328e+94) (9.27558928e+43 -7.47687907e+44 -2.38332539e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8220            	((-9.51679817e+95 -3.81235430e+94 2.01778644e+96) (-4.10740656e+46 -5.82327700e+44 6.15645888e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.91484360e+94 8.28348116e+95 -6.72933088e+94) (6.67367683e+43 -4.99391916e+44 -2.18529837e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8222            	((8.20842783e+95 1.92246887e+94 -2.08641178e+96) (-4.20876103e+46 -7.72810992e+44 -2.21266294e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.44107371e+94 -8.44584033e+95 6.09395570e+94) (6.60503138e+43 -7.84986964e+44 -2.17198339e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8224            	((-1.02220380e+96 -2.31374064e+94 2.04906360e+96) (-4.41285200e+46 -8.51602969e+44 6.18372583e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.10081601e+94 8.44236122e+95 -6.29877439e+94) (-7.28357831e+42 -5.41605478e+44 -2.12869098e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8226            	((9.86511766e+95 2.22880442e+94 -2.17413583e+96) (-4.42354388e+46 -8.60857823e+44 -6.52988104e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.89648203e+95 -8.80540233e+95 5.50148269e+94) (1.09354115e+44 -8.41029727e+44 -2.19555630e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8228            	((-1.12958002e+96 -8.22684469e+93 2.25054548e+96) (-4.56230919e+46 -7.53397151e+44 6.27705585e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.88618134e+95 9.27066717e+95 -5.67221455e+94) (3.87974727e+43 -5.66025069e+44 -2.17616886e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8230            	((1.22684149e+96 5.66768400e+92 -2.32972559e+96) (-4.45124462e+46 -8.27997559e+44 -3.12012090e+43) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.78789995e+95 -9.47055319e+95 5.29778568e+94) (5.90892934e+43 -8.45506665e+44 -2.16886233e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
8232            	((-1.37637182e+96 -1.23746178e+94 2.34325194e+96) (-4.60198776e+46 -9.44406922e+44 6.41768946e+44) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.62599086e+95 9.66322728e+95 -5.38723887e+94) (-7.05508792e+41 -5.79415247e+44 -2.16127119e+45) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
